Reviews,category,Label,Length,Word Count
ফেসওয়াশ নিয়ে অরিজিনাল মনে হচ্ছে। কিছু মাইনর ইস্যু আছে। সময়মতো পেয়েছি কিন্তু প্যাকেজিং ভালো না,womens_item,4,97,15
ভাই কোয়ালিটি তে নজর একদম দেখি নাই। কিসব বাজে কাজ শুরু করেছেন। আগে তো ভালো ছিল। ,adult_items,3,79,16
সত্যিই উন্নতমানের 😇 ফাস্ট ডেলিভার সার্ভিস। আমার ভাই একবার খাওয়ার পরে তার কোষ্টকাঠিন্য উন্নতি দেখছি। জাস্ট আপনাদের একটু খামখেয়ালি করার জন্য ডেলিভারি প্যাকিং ভালো হয় নি। তবে যার ইচ্ছা সে বুঝেশুনে নিতে পারেন জিনিস খারাপ না।  আসল মনে হলো।,medicines,4,234,39
বেশ অনেক দিন ধরে অপেক্ষা করছিলাম এই ফ্রেমটি ধরে আব্বা হাঁটবেন। আপনারা দিলেন তো ভালো কথা কিন্তু এতো দেরি করেছেন যে আমার আব্বুর আর প্ৰয়োজন নেই এটা। কি করবো বলুন!,medical_kits,3,159,30
প্যকেজিং ভালো ছিল না। অনেকটা স্ক্র্যাচ পড়ে গিয়েছিল মনে হচ্ছে। প্যকেজিং এইরকম হলে অর্ডার করবো না আর।,womens_item,2,99,17
বাটটপার সেলার ফ্রি আইটেম টা দেয় নাই। লেখা ছিল  তবে আমাকে দেয়া হয় নাই। এখন রেসপন্স করছে না।,womens_item,2,90,18
"এই শ্যাম্পুটা অনেক বার কেনা হয়ে গেছে। প্রতিবারের অভিজ্ঞতা ভালো ছিল।এবারও তার ব্যতিক্রম হয় নি। ধন্যবাদ মেরিকো বাংলাদেশ, আপনারা দেশের অনলাইন মার্কেট তুলে ধরেছেন।
 এজন্য শুকরিয়া। ",womens_item,5,176,26
"ডেলিভারি ম্যান খুব ভদ্র ছিল 😊! অসাধারণ একটা প্রোডাক্ট ❤️, চুল পড়া কমেছে অনেক। আমি সবাইকে সুপারিশ করবো 💝",womens_item,5,104,19
সম্পূর্ণ নতুন প্রোডাক্ট দিয়েছে এতদিন পর। আমি খুশি হয়েছি। তবে অর্ডার করেছিলাম আরো আগে। দেরীতে ডেলিভারি দেয়ার কারন বুঝলাম না।,womens_item,4,125,20
"পণ্যের গায়ে ইন্ডিয়ান সিল আর বাংলাদেশী আমদানিকারকের সিল থাকলেও, পণ্যের কোয়ালিটি গুলিস্তানের রাস্তার পাশে বানানো নকল ভেজাল শ্যাম্পুর মতো। কেউ নিলে লাল বাত্তি। গোয়া মারা সারা। নিয়েন না।",womens_item,2,182,28
মুলতানি মাটির এই মাস্কটি আমার স্কিনে স্যূট করে নি। মুখে দেবার সাথে সাথে মুখে গোটা ওঠা শুরু হয়েছে। খুব অয়েলি টাইপের একটা মাস্ক। হয়ত ড্রাই স্কিনে স্যূট করতে পারে।,womens_item,2,163,29
"আসলেই প্যাকিংটা অনেক ভালো ছিল 
তার থেকে বেশি ভালো ছিল সেলারের ব্যবহার। আলহামদুলিল্লাহ, আমার কাছে খুব ভালো লেগেছে। আমি আর আমার বউ ২/৩ টা প্যাকেট কিনবো আরো।",medical_kits,5,154,27
"কালার সিলেক্ট করলাম অরেঞ্জ  আর দিলেন কি জানি একটা ফালতু কালার 😡। 
ডেলিভারি প্যাকিং অবশ্য ভালো ছিল যদিও 😀।",medical_kits,3,105,19
মাশাআল্লাহ চমৎকার একটি প্রোডাক্ট! অসাধারণ ফাস্ট ডেলিভারি। সেলার ভাই খুব সৎ আছেন আমি সবাইকে সুপারিশ করবো ❤️,adult_items,5,106,17
"সেলারকে বলে দিয়েছিলাম বিভিন্ন কালারের ব্যাগ দিবার জন্য, সেলার কথামতো কাজ করেছে তাই খুশি হয়েছিলাম। অন্যান্য সব ব্যাগে দেখেছি আগেরবার অর্ডার করার সময় পানি ছিল। 
এবার কেন যেন পেলাম না। দেখেশুনে দেবার অভ্যাস গড়ুন। ",medical_kits,4,210,34
আমার মাথা ব্যথার ট্যাবলেট খেয়েও কোনো লাভ হয় না। কষ্ট বাড়ছেই!,Random/Misc,2,60,11
অসাধারণ কোয়ালিটি! খুবই প্রিমিয়াম প্রোডাক্ট 😍 💯 অফলাইনের চেয়ে অনেক সস্তা। আমি সবাইকে সুপারিশ করবো,medical_kits,5,99,15
এটা ভালো কথা না যে আপনি বলবেন এক কালার দিবেন অন্যটা! ডিসকাউন্ট পাই নি এখনো। এই সেলার প্রতারণা করেছে  মনে হয়। ,womens_item,2,109,21
চমৎকার একটি প্রোডাক্ট। ত্বকের যত্নে সেরা। অফলাইনের চেয়ে অনেক সস্তা সেলার ভাই আবার গিফটও দিয়েছেন 🎁 🤗,womens_item,5,101,17
কিসের জন্য এতো বাটপারি? কিছু টাকা পাবেন এজন্য? কেন এতো বাটপারি  করতে হবে? মেজাজ তো আসলেই খারাপ হবে। সামনে এই ধান্দাবাজি করতে পারবেন না। কেননা আমি আপনাদের ফার্মেসির নামে রিপোর্ট করবো। খালি খালি প্রতারণা করেন। ,medicines,1,208,35
আমি বুঝতে পারছি না যে এটা রিটার্ন করবো কিনা। বাচ্চাদের একটা নোজ স্ট্রিপ কিন্তু কোয়ালিটি ফালতু। সেলার কিছু ডিসকাউন্ট করেছে বিধায় আর কিছু বলি নাই।,baby_items,3,144,25
জিম করে বডি আর বানানো হবে কিনা জানা নাই। ফিটনেস এর প্রোটিন মিল্ক এর অনেক বেশি দাম বাড়িয়েছেন ☹️। হুটহাট এতো দাম বাড়ার উদ্দেশ্য কি?,body_fitness,2,129,25
এই মাস্ক নিয়ে মিক্স ফিলিংস। ছবির সাথে মিল নাই,medical_kits,2,46,9
ওষুধ মেয়াদ যথেষ্ট আছে। প্রথম ব্যবহারে ভালোই লাগছে মোটামুটি ভরসা করা যায়,medicines,4,73,12
অনলাইনে প্রথমবার থার্মোমিটার কিনলাম। প্রোডাক্ট মোটামুটি ভালো। ব্যাটারি চার্জ কম আছে,medical_kits,4,83,11
ছবিতে যেমনটা দেখানো হয়েছে ঠিক তেমনই পেয়েছি। দেখতে ভালোই। ভালো মানের প্রোডাক্ট। ডেলিভারি যথা সময়েই পেয়েছি। ধন্যবাদ সেলার কে।,medical_kits,5,123,19
উইমেন্স হরলিক্স এর বোতলের গায়ে অনেক আঁচরের দাগ আর রঙ উঠেগেছে। দেখলে মনে হয় যেন পুরনো জিনিস।,womens_item,2,91,17
অসাধারণ কোয়ালিটি! চমৎকার একটি প্রোডাক্ট 💯 এক্সট্রা সাথে স্যাম্পল দিয়েছে। সবাই নিঃসন্দেহে কিনতে পারেন 💯,adult_items,5,104,15
খুব উন্নত মানের প্রোডাক্ট! অসাধারণ একটা প্রোডাক্ট ❤️ 💯 সাথে ফ্রি গিফট পেয়েছি 🎁। আমি সবাইকে সুপারিশ করবো,medicines,5,104,18
বাজে অভিজ্ঞতা। চকলেট একদম নিম্ন মানের 🤬🤬 প্যাকেট খালি,Random/Misc,1,53,9
"চকলেট নিয়ে তেমন খুশি না। পরিমাণ কম দিয়েছে, ডেলিভারি সার্ভিস উন্নত করা দরকার",Random/Misc,2,77,13
"মাস্কের মান মোটামুটি ভালো বলা যায়। প্যাকেটের ভিতরে মাস্কগুলো একটা পলিতে থাকলে ভালো হতো। 
নরমাল কাগজের হওয়ায় র‍্যাশ মাস্কের সাথে লেগে থাকে। ম্যানুফেকচারার কর্তৃক খুচরা মূল্য ২০০৳, যেটা চৌধুরীহাট ২৪০৳ সেল করছে। ৪০৳ বেশি দাম নিয়ে ৫* রিভিউ চাওয়া যুক্তিযুক্ত নয়।  ",medical_kits,3,259,41
সেলার অনলাইন পেয়ে আমাদের বোকা বানিয়ে টাকা মেরে দিতে চায়। এর দুই নম্বরি ক্যাপসুল গুলো ধরিয়ে দিতে হবে।,medicines,2,100,18
মাশাল্লাহ ওয়াটার ব্যাগের মধ্যে পানি গরম থাকছে বেশ কিছু সময়। আরো উন্নতি করলে ইনশাআল্লাহ ভালো হবে। আপনারা এরকম ব্যাগ দেবেন আশা রাখি সামনে।,medical_kits,4,136,23
"মালিশের তেল মোটামুটি। এভারেজ কোয়ালিটি, ডেলিভারি ম্যান একটু দেরী করেছে",medicines,3,70,10
এগুলো মানুষের কাজ না। সারাদিন বসিয়ে আমাকে বলছে ডেলিভারি দিতে পারবে না! মেজাজ কার না খারাপ হয় 😡😡😡। শালা সবগুলো বেয়াদব। এর আগেও গড়িমসি করেছিল ডেলিভারি দিতে গিয়ে। আমি কি টাকা পেমেন্ট করি নাই? আর মেডিসিনগুলোতে যে ছাড় দেয়ার কথা ছিলো পেমেন্ট এর অপশনে তা তো দেখালো না! মানে এগুলো কি বাটপারি নাকি? এভাবে চললে তো আমার পক্ষে আর এই জালিয়াতি চক্রের থেকে কিছু অর্ডার দেয়া সম্ভব হবে না! ,medicines,1,373,69
এগুলো ভালো মানে মাস্ক না ভাই। ফিতা কানে দিতেই ছিড়ে পরে যাচ্ছে। ২৫ প্যাকেটের অর্ডার করি দেখি ১২টা মাস্কই এমন ফালতু। কি করবেন বলুন। আমি কি ফেরত দিবো?,medical_kits,2,147,28
"আলহামদুলিল্লাহ অনেক অনেক ভালো লেগেছে 😍। বাবল র‍্যাপ দিয়ে প্যাকিং করা, ধন্যবাদ সেলার ভাই ❤️। যে কেউ চোখ বন্ধ করে অর্ডার করতে পারেন",medical_kits,5,130,23
ভাল ছিল  খুব উন্নতমানের আর পরিষ্কার পরিচ্ছন্ন দেখেছি। যেমন চাওয়া ছিল  তার থেকে বেটার পেয়েছি 😍😍😍 । সাথে একটা মাস্ক গিফট ছিল । মাস্ক এর কোয়ালিটি অনেক ভালো প্যাকিং টা ভালো ছিল  কারো প্রয়োজন পরলে নিঃসন্দেহে নিতে পারেন। সেলারকে ধন্যবাদ 🥰🥰,medical_kits,5,233,41
"উন্নতমানের প্রতীয়মান হচ্ছে, ডেলিভারি ম্যান ভদ্র ছিল। থার্মোমিটার নিয়ে ব্যবহার করে দেখতে হবে কেমন কাজ করে",medical_kits,4,106,16
"ডিসকাউন্টে নিয়েছিলাম। সেই অনুযায়ী ঠিক আছে। তবে প্রকৃত মূল্যটা আমার কাছে বেশি মনে হয়েছে। ছবিতে প্রোডাক্ট টা বড় মনে হলেও বাস্তবে আরও ছোট। এটা অয়েলি স্কিনের জন্য 
বেশি ভালো হবে। ড্রাই, কম্বিনেশন স্কিনে মোটামুটি কাজ করে। এজন্য আমি উপকার পাই নি। ",womens_item,3,241,41
এবারের ওষুধ এর কোয়ালিটি আগের মত না। কোয়ালিটি তেমন একটা ভালো না,medicines,2,64,12
"মালিশের তেল নিয়ে তেমন খুশি না। গন্ধটা এমন হওয়াতে ভালো ফিল পাচ্ছিলাম না, পিকআপ পয়েন্ট অনেক দূরে",medicines,2,97,17
প্রথমে প্লাস্টিকের বক্স দেখে ভয় পেয়ে গেছিলাম সব ঠিকঠাক আছে না এই সন্ধেহে। পরে দেখলাম না মোটমুটি ঠিক আছে যা বুঝলাম।,Random/Misc,4,114,21
ডেলিভারি ম্যান একটু দেরী করেছে। কনডম এর কাজ চলে যায়,adult_items,3,52,10
দাম অনুযায়ী প্রোডাক্ট অনেক ভালো। তবে প্যাকিং একদম বাজে ছিল। সরাসরি পাতলা পলি প্যাকেটে করে দিয়ে দিয়েছে।,medical_kits,3,102,17
জীবনে প্রথমবার এতো খারাপ মাস্ক দেখলাম। মার্কেটে যা দেখি এটা তার চেয়েও খারাপ 😔😔 এত বড় প্রতারণা আর দেখি নাই,medical_kits,1,107,20
ফাস্ট এইড বক্স এর ভিতরের যন্ত্র গুলো ভাই নিম্নমানের। জানেন না কি করা উচিত?,Random/Misc,2,74,14
দামের তুলনায় ফেসপ্যাক ভাল ছিল।  সেলার এর রেসপন্স একটু বেটার আশা থাকে। দেখবেন এই বিষয় টা।,womens_item,4,88,16
"কেয়ার এবং গ্লোবাল ফার্মা থেকে অর্ডার করেছি দুই আইটেম। দাম বাইরের দামের মতোই  ঠিকঠাক,কিন্তু সমস্যা হলো ডেলিভারি করতে গিয়ে হয়রানি হয়েছি । প্রথমত দেরী করেছে অনেক, আর আমাকে কষ্ট করে বাইরে গিয়ে  নিয়ে আসতে  হয়েছে। ",medicines,3,208,35
"১০০% অরিজিনাল প্রোডাক্ট। মুখ অনেক সফট আর স্মুথ হয়েছে, ১০% ডিসকাউন্ট পেয়েছি। সেলারের মত এত ভালো মানুষ কমই দেখেছি 🥰",womens_item,5,115,20
জিম করার কীটগুলো কিনে লস করলাম মনে হচ্ছে। প্লাস্টিকের ম্যাটেরিয়াল বেশিরভাগ। নকল না তো! ,body_fitness,2,87,14
"১০০% কার্যকরী! অসাধারণ একটা প্রোডাক্ট ❤️ 💯 অফলাইনের চেয়ে অনেক সস্তা। নিশ্চিন্তে কিনতে পারেন, প্রতারণার ভয় নাই",medical_kits,5,111,17
"খুবই প্রিমিয়াম প্রোডাক্ট 😍। অসাধারণ কোয়ালিটি, কম্বো অফার ছিল দারুণ। সেলারের মত এত ভালো মানুষ কমই দেখেছি 🥰",medical_kits,5,107,18
"আলহামদুলিল্লাহ অনেক অনেক ভালো লেগেছে 😍। বাবল র‍্যাপ দিয়ে প্যাকিং করা, সেলার ভাই আবার গিফটও দিয়েছেন 🎁। আমি সবাইকে সুপারিশ করবো",medical_kits,5,127,21
শ্যাম্পু নিয়ে খুব হতাশ। কাজ করে না একদম আর ডিসকাউন্ট দেখিয়ে বেশি নিয়েছে,womens_item,1,74,13
"বারকোড স্ক্যান  করে দেখলাম মনে হলো নকল প্রডাক্ট। যদি নকলও হয়ে থাকে, তবে তা আশা করি নি ।  আমাকে আমার টাকা ফেরত দিন। অনেক কষ্ট করে ইনকাম করি।",womens_item,1,139,28
এক্সপায়ারি ডেট মুছে ফেলা ডায়াপার দিয়ে ঠকালেন। 225 টাকা বেশি নিয়েছে 😔😔,baby_items,1,73,12
আপনি কি ভেবেছেন আপনার প্রতারণা ধরতে পারা কঠিন?  অফারের কথা বলে প্রোটিন পাউডারের পরিমান কমিয়ে দিয়েছেন!! ধান্দাবাজি বন্ধ করুন। কষ্ট করে টাকা কামাই করে এসব প্রতারণা সহ্য হয় না। শালা আবাল 🤬🤬।,body_fitness,1,187,32
"অসাধারণ ফাস্ট ডেলিভারি! চমৎকার একটি প্রোডাক্ট, শ্বাস নিতে কোন অসুবিধা হয় না। নিশ্চিন্তে কিনতে পারেন, প্রতারণার ভয় নাই 💝",medical_kits,5,121,19
অসুস্থ লোকের জন্য বাইরে না গিয়ে ঘরেই অর্ডার করেছিলাম। সেলার শালা একটা আবুল। মাস্কগুলো ঠিকঠাক দিতে পারেনি। ,medical_kits,2,106,17
"আলহামদুলিল্লাহ,,,,, এই নিয়ে চতুর্থ বারের মতো সিরাম টা নিলাম। অনেক সুন্দর। ধন্যবাদ ব্রাদার, আপনারা সময়ের মধ্যেই মাল পাঠান আর কথা দিয়ে কথা রাখেন, শুকরিয়া ।",womens_item,5,154,25
"অর্ডার করেছি ফারেনহাইট স্কেল দেখে, কিন্তু পেয়েছি সেলসিয়াস স্কেল এ। কেন রে ভাই?? তোরা মানুষ নাকি জানোয়ার। আগে বলে দিলে কি হতো না",medical_kits,1,127,23
"ওয়াটার ব্যাগ কোয়ালিটি মানসম্মত। অন্যরা নিতে পারেন, আমার কাজে দিয়েছে নিশ্চিন্তে কিনতে পারেন",medical_kits,4,93,13
১০০% অরিজিনাল প্রোডাক্ট। ১০০% কার্যকরী। এক্সট্রা সাথে স্যাম্পল দিয়েছে ধন্যবাদ সেলার ভাই ❤️ 🤗,medical_kits,5,93,14
মাশাল্লাহ ছবিতে যেমন ছিল ফাস্ট এইড বক্স টা কিছুটা তেমন ছিল। সেলার  চাইলে একটু ডেলিভারির দিকে নজর দিতে পারেন। এদিকে উন্নতি প্রয়োজন।,medical_kits,4,130,22
"এভাবে যে প্রডাক্ট দেয় আগে জানতাম না খুব বাজে পণ্যের কোয়ালিটি আর প্যাকিং তো ছিলই না। 
ভিতরে পানিও ছিলনা এর আগে একটা সেলারের থেকে অর্ডার করেছিলাম পণ্য খুব ভালো ছিল কিন্তু এই সেলার কে দেখে দারাজের উপর থেকে বিশ্বাস উঠেগেল। 
জানোয়ার কিসিমের সেলার। ওর মরার ভয় নাই?",medical_kits,1,258,47
"নেয়ার পর বেশি ইউজ করতে পারিনি। কয়েকবার চার্জ হয়েছে, এরপর আর চার্জ হয় না।",body_fitness,2,72,14
কে শোনে কার কথা! কি ওষুধ কিনলাম সাইড এফেক্ট এর জন্য উঠতে পারছিনা। কি কষ্ট রে ভাই। আহহ! আমি অসহায় এখন টাকা যে লস করলাম এটা কে দেবে?,Random/Misc,1,130,28
"রিসিভ করার পর পেকেজিং দেখে ভালোই লেগেছিল। কিন্তু ব্যবহার করার পর এতই বিরক্তিকর লাগছে যে ফেলে দিতে ইচ্ছা করছে। 
প্রত্যেকটা মাস্কের কানের রাবার টা ছিড়ে যাচ্ছে। ফালতু মাল। একদম ফাউল ।",medical_kits,1,180,31
2টা অর্ডার করেছি আলহামদুলিল্লাহ ঠিক মত এ পেয়েছি আর একটা অলিব ওয়েল পেয়েছি। তার ই মেয়াদ অনেক দিন। নিতে পারেন 🥰🥰🥰,womens_item,5,110,21
অসাধারণ কোয়ালিটি! ১০০% অরিজিনাল প্রোডাক্ট 💯 সাথে ফ্রি গিফট পেয়েছি 🎁। সবাই নিঃসন্দেহে কিনতে পারেন 💯,womens_item,5,100,16
আমার মনটা খুব খারাপ হয়েগেল এরকম একটা নকম থার্মোমিটার পেয়ে। মানুষ কিভাবে এত প্রতারক হতে পারে? 😭😭,medical_kits,1,95,17
ইন্ডিয়ান মাল দেয়ার জায়গায় এটা কি দিলেন ভাই! নকল চকবাজারের মাল মনে হচ্ছে। আমি কি একই এমন এক ঝামেলায় পড়লাম 😰😰 ভাই আমার সাথে এমন কাজ করবেন না প্লিজ।,womens_item,2,149,29
"অরিজিনাল মনে হচ্ছে, ডেলিভারি সার্ভিস আরো উন্নত হলে ভালো হতো। স্যানিটারি প্যাড নিয়ে এখনো ব্যবহার করি নাই, দেখে মনে হচ্ছে ভালো হবে",womens_item,4,129,22
খুবই প্রিমিয়াম প্রোডাক্ট 😍। ১০০% কার্যকরী। ১০% ডিসকাউন্ট পেয়েছি সেলার ভাই খুব সৎ আছেন 🤗,womens_item,5,89,15
সাপ্লিমেন্ট নিয়ে খুব হতাশ। একদম নিম্ন মানের আর ফেক ডিসকাউন্ট দেখিয়েছে অনলাইনে কেনাকাটা বন্ধ করে দিলাম,body_fitness,1,103,16
🥺🥺 দাগ ধরে গেছে কনডম। অর্ধেক ভর্তি 🥺🥺 কখনো রিকমেন্ড করবো না,adult_items,1,59,12
"ধন্যবাদ, বিল্ড কোয়ালিটি অনেক ভালো ছিল কেননা ওমরন একটা ভিয়েতনামিজ কোম্পানি, আর সেলাই উন্নতমানের করা হয়েছে বোঝাই যায়, মাশাল্লাহ
এককথায় এই দামে প্রোডাক্ট পেয়ে আমি পুরোপুরি সন্তুষ্ট 😍😍😍😍😍😍😍😍😍। ",adult_items,5,189,28
এই ক্রিম আমার জীবনের সবচেয়ে খারাপ কেনাকাটা। ব্র্যান্ড লোগো ভুয়া মার্কেটে 47% কম দাম,womens_item,1,85,14
কি সর্বনাশ করলাম কনডম কিনে! ডিসকাউন্ট দেখিয়ে বেশি নিয়েছে 😭😭 প্যাকেজিং ভাল না,adult_items,1,78,13
"অক্সিমিটার টি কাজ করে না, ফেরত দিতে বাধ্য হয়েছি। বাজে অবস্থা ছিল এটা। খুবই ফালতু। 
তিবে ধন্যবাদ সেলার কে যথাযথভাবে টাকাগুলো রিটার্ন করার জন্য। ",medical_kits,2,143,24
"অসাধারণ একটা প্রোডাক্ট ❤️। ১০০% কার্যকরী, অফলাইনের চেয়ে অনেক সস্তা। সেলার ভাই খুব সৎ আছেন 🥰",medical_kits,5,92,16
অনেক অনেক ভালো লেগেছে 😍! অসাধারণ কোয়ালিটি। সুন্দর প্যাকেজিং করে দিয়েছে হানড্রেড পারসেন্ট রেকমেন্ডেড 😍,medicines,5,103,15
মালিশের তেল নিয়ে খুব হতাশ। সিল ভাঙ্গা আর 405 টাকা বেশি নিয়েছে এভাবে প্রতারণা করা ঠিক না,medicines,1,89,17
অনলাইনে প্রথমবার ওয়াটার ব্যাগ কিনলাম। অরিজিনাল মনে হচ্ছে। সিল একটু লিক করে,medical_kits,4,75,12
চমৎকার একটি প্রোডাক্ট! ফিল্টারিং খুবই ভালো। প্রতিশ্রুত সময়ের আগেই পেয়েছি যে কেউ চোখ বন্ধ করে অর্ডার করতে পারেন 😍,medical_kits,5,114,19
"মাশাআল্লাহ সেরা কোয়ালিটি 😊। ১০০% কার্যকরী, ১০% ডিসকাউন্ট পেয়েছি। সেলারের মত এত ভালো মানুষ কমই দেখেছি 🥰",medicines,5,104,17
"অসাধারণ একটা প্রোডাক্ট ❤️। অসাধারণ কোয়ালিটি, দাম অনেক কম পেয়েছি। সেলার অসাধারণ সার্ভিস দিয়েছেন 🥰",medicines,5,99,15
"একদম পারফেক্ট কাজ করছে 😍😍 এবং এটি ঠিকঠাক বাসায় পৌঁছে দিয়েছেন বলে অশেষ ধন্যবাদ । তবে এটার সাথে কোনো কভার নাই।। 
তাই রাখার ক্ষেত্রে কিছুটা সমস্যা হয়। তাই একটা প্লাসটিক কেস থাকার দরকার ছিল।",medical_kits,4,186,34
এই ফেসওয়াশ কিনে নিজেকে বোকা মনে হচ্ছে। লোকাল মার্কেটে 317 টাকা কম 😔😔 ভুল জায়গায় ডেলিভারি দিয়েছে,womens_item,1,99,17
"ডেলিভারি ম্যান ভদ্র ছিল। থার্মোমিটার উন্নতমানের প্রতীয়মান হচ্ছে, তবে ডিসপ্লে একটু ডিম",medical_kits,4,86,12
"প্রায় শেষ হওয়ার পর রিভিউ দিলাম, মোটামুটির চেয়েও কম কাজ করে। যেভাবে দেখিয়েছে এর চার ভাগের একভাগও কাজ করলো না।কেনার রেকমেন্ড রইল না আমার পক্ষ থেকে।",womens_item,2,145,26
"ছবির সাথে প্রডাক্টের মিল নাই। ছবিতে বড় সাইজের চকলেট শো করে ছোট সাইজের গুলো পাঠিয়ে দিয়েছে। এটা অনেক অসন্তুষ্ট করেছে আমাকে। 
ছোট ভাগ্নির জন্য অর্ডার করে এখন সে কান্না করছে। আমার অপমান হলো আমার বোনের সামনে। ",baby_items,1,204,36
"যতটা ভালো আশা করেছিলাম তার থেকেও বেশি ভালো।
অসংখ্য ধন্যবাদ সেলারকে, ধন্যবাদ লাজফার্মাকে।
আর ডেলিভারি ম্যান ভাইয়ের ব্যবহার ও অনেক সুন্দর ছিল ।
সব মিলে অনেক ভালো লাগছে।
চাইলে আপনারা ও নিতে পারেন, আশা করি অনেক ভালো পাবেন।",womens_item,5,218,38
হায় হায় 😤😤 এই চকলেট! ফেক প্রোডাক্ট। রাস্তায় ঘুরিয়ে ঘুরিয়ে ডেলিভারি দিলো এত বড় প্রতারণা আর দেখি নাই,Random/Misc,1,104,18
"এই আইডি থেকে ৪ টা অর্ডার করে ৪ নাম্বার অর্ডারটা সন্তুষ্ট জনক পেলাম,, অনলাইনে যদি তাদের সার্ভিসের উন্নতি করে, তাহলে গ্রাহক আরো ভালো সেবা পাবে ইনশাআল্লাহ।",womens_item,5,152,26
"মেয়াদ যথেষ্ট আছে, ডেলিভারি সার্ভিস আরো উন্নত হলে ভালো হতো। সাপ্লিমেন্ট নিয়ে প্রথম ব্যবহারে ভালোই লাগছে",body_fitness,4,104,16
"😡😡 কি মারাত্মক মাস্ক! এক্সপায়ার ডেট শেষ আর অর্ডার করেছিলাম 3টা, পেলাম 1টা আর কখনো কিনবো না",medical_kits,1,91,17
"বেশি দিন ব্যবহার করা যায়নি। ১.৫ মাস পর নষ্ট হয় গেছে,ওই মেশিন দিয়ে আর শোনা যায়না।",medical_kits,2,80,16
"এত বাজে প্রোডাক্ট স্কীনে লাগালে জ্বলে আর গোটা উঠে। কি জন্য নিলাম আর কি হচ্ছে!! আমি শেষ। এগুলা প্রতারণা ছাড়া আর কি?
যা ইচ্ছা করেন এটা কোনো কথা? জলদি টাকা ফেরত দিন। বাইঞ্চোদ সেলারের হাত কেটে দেয়া দরকার প্রতারণা করার দায়ে।",womens_item,1,219,41
তোমার ব্যথার মালিশ খুব উপকারী তো! 😊 সামনে কাজ করবে কি না শিওর করে বলতে পারছি না।,medicines,4,80,17
কে যেন বলেছিল কনডম ২ প্যাকেট কিনলে ১টা ফ্রি? সব শালা বাটপার। কিছুই নেই সাথে। সব ধান্দাবাজী আর বাটপারি। কে বলবে এসব আজেবাজে ফালতু কথা বলে বিজ্ঞাপন দিতে? এভাবে মিথ্যা বললে নিজেরাই নিজেদের মার্কেট নষ্ট করবে। মানুষের আস্থা হারিয়ে ফেলবে। ,adult_items,1,233,40
"ওয়াটার ব্যাগ মেয়াদ যথেষ্ট আছে। দাম একটু বেশি, তবে মান ভালো, নিশ্চিন্তে কিনতে পারেন",medical_kits,4,84,14
এই ক্রিম নিয়ে একদম হতাশ। খুব পাতলা মানের প্রোডাক্ট হ্যান্ডলিং খুবই খারাপ 😫😫,womens_item,1,76,13
ফেসওয়াশ কিনে খুব অনুতপ্ত। অরিজিনাল না 😫😫 দাম কমানোর নামে প্রতারণা পয়সা নষ্ট করবেন না,womens_item,1,86,15
"প্রোডাক্ট মোটামুটি ভালো, ডেলিভারি চার্জ একটু বেশি। ব্লাড প্রেশার মেশিন নিয়ে প্রথম ব্যবহারে ভালোই লাগছে",medical_kits,4,103,15
জিনিস দেখতে সুন্দর। মান ও মনে হয় ভালো । তবে ম্যানুয়াল নাই। তাই এটা ব্যবহার করতে একটু অসুবিধা। ঠিক বুঝতে পারছি না কিভাবে ব্যবহার করব। যদি বলে দিন।,medical_kits,4,145,28
"সাবানের আশায় অর্ডার দিয়েছিলাম সাবান দেয় নি তারা,, আর শ্যাম্পুর কোনো প্যাকেট ছিল না দেখলাম, এমন করে আমার ভাগে 
প্রতারক সেলার পড়লো ভাই। ",womens_item,1,134,23
কিরে ভাই আমার কনডম প্যাকেট এমন কেন? 😡😡। খুব ছোট হয়েছে এটা।,adult_items,1,58,12
"পিছনের রাবার ব্যান্ড এর কোয়ালিটি বাজে।
ব্ল্যাক সার্জিক্যাল মাস্ক আগেও নিয়েছি,এর থেকে বেটার কোয়ালিটি ছিল।",medical_kits,2,104,15
"প্রোডাক্ট পাই নাই। দারাজের ডেলিভারি ম্যান চোর। প্যাকেট ছিড়ে প্রোডাক্ট রেখে দিয়েছে। 
এমন প্রতারক সেলার এর জায়গা অনলাইন বাজারে হতে পারে না। আমি এর সমাধান চাই।",womens_item,1,156,26
এই ক্রিম কিনে নিজেকে বোকা মনে হচ্ছে। দাম কমানোর নামে প্রতারণা 😤😤 প্যাকেজিং ভাল না,womens_item,1,81,15
"মেয়াদ যথেষ্ট আছে, প্রতিশ্রুত সময়ের মধ্যে পেয়েছি। ফেসওয়াশ নিয়ে অন্যরা নিতে পারেন, আমার কাজে দিয়েছে",womens_item,4,103,15
"শ্যাম্পুর ডিব্বাটি বাকা হয়ে গেছে। ভালো লাগলো না। টাকা তো কম দেই নি হুম 👎, আমি তো আর নিবোই না। ",womens_item,2,94,20
জীবনে প্রথমবার এতো খারাপ চকলেট দেখলাম। একেবারেই কাজ করে না 🤬🤬 সবাইকে সাবধান করে দিলাম,Random/Misc,1,85,15
"সুন্দর প্যাকেজিং করে দিয়েছে! অনেক অনেক ভালো লেগেছে 😍, খুব উন্নত মানের প্রোডাক্ট। যে কেউ চোখ বন্ধ করে অর্ডার করতে পারেন 💝",medical_kits,5,121,22
